# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "20" "-t" "CDS" "-g" "locus" "-a" "/media/lu/lu202306/ref/PAO1forsRNA.gff" "-o" "counts.txt" "PA0806.1-1.sorted.bam" "PA0806.1-2.sorted.bam" "PA0982.1-1.sorted.bam" "PA0982.1-2.sorted.bam" "PA1014.1-1.sorted.bam" "PA1014.1-2.sorted.bam" "PA1270.1-1.sorted.bam" "PA1270.1-2.sorted.bam" "PA1367.1-1.sorted.bam" "PA1367.1-2.sorted.bam" "PA2734.1-1.sorted.bam" "PA2734.1-2.sorted.bam" "PA2736.2-1.sorted.bam" "PA2736.2-2.sorted.bam" "PA3471.1-1.sorted.bam" "PA3471.1-2.sorted.bam" "PA4639.1-1.sorted.bam" "PA4639.1-2.sorted.bam" "PA4640.1-1.sorted.bam" "PA4640.1-2.sorted.bam" "PA4642.1-1.sorted.bam" "PA4642.1-2.sorted.bam" "WTEV-1-1.sorted.bam" "WTEV-1-2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	PA0806.1-1.sorted.bam	PA0806.1-2.sorted.bam	PA0982.1-1.sorted.bam	PA0982.1-2.sorted.bam	PA1014.1-1.sorted.bam	PA1014.1-2.sorted.bam	PA1270.1-1.sorted.bam	PA1270.1-2.sorted.bam	PA1367.1-1.sorted.bam	PA1367.1-2.sorted.bam	PA2734.1-1.sorted.bam	PA2734.1-2.sorted.bam	PA2736.2-1.sorted.bam	PA2736.2-2.sorted.bam	PA3471.1-1.sorted.bam	PA3471.1-2.sorted.bam	PA4639.1-1.sorted.bam	PA4639.1-2.sorted.bam	PA4640.1-1.sorted.bam	PA4640.1-2.sorted.bam	PA4642.1-1.sorted.bam	PA4642.1-2.sorted.bam	WTEV-1-1.sorted.bam	WTEV-1-2.sorted.bam
PA3198	chromosome	3590490	3591242	-	753	55	70	610	463	165	94	31	66	216	308	167	191	341	235	32	28	85	55	57	26	305	373	351	305
PA3199	chromosome	3591415	3592044	-	630	88	46	616	684	217	114	45	61	316	383	158	164	430	364	49	47	108	61	91	82	458	395	419	426
PA3200	chromosome	3592041	3592928	-	888	32	37	252	254	163	84	21	32	195	237	105	135	266	210	29	28	73	40	56	70	224	199	236	309
PA3201	chromosome	3593144	3593731	+	588	123	82	403	514	270	144	102	93	305	441	240	215	440	404	86	60	147	76	105	85	717	850	480	786
PA3202	chromosome	3593733	3594032	+	300	73	37	517	649	269	127	49	46	367	471	262	256	534	511	60	29	86	67	48	76	698	709	491	513
PA3203	chromosome	3594208	3594570	+	363	56	60	320	450	239	107	40	34	274	366	152	194	377	339	35	41	87	45	68	80	457	456	309	369
PA3204	chromosome	3594581	3595258	+	678	41	55	336	390	191	69	54	52	227	360	151	115	365	240	50	40	87	60	82	62	386	341	260	298
PA3205	chromosome	3595387	3595827	+	441	67	31	370	412	915	411	23	37	835	1220	593	567	1197	1053	36	27	68	28	45	40	316	262	470	594
PA3206	chromosome	3595942	3597279	+	1338	28	35	144	129	209	95	23	22	232	355	151	126	288	282	43	20	55	36	35	40	148	147	186	235
PA3207	chromosome	3597319	3597798	+	480	23	30	140	162	89	36	22	14	103	167	67	58	170	110	25	24	41	14	22	14	141	126	127	102
PA3208	chromosome	3597779	3598339	-	561	39	34	283	386	129	37	27	39	134	277	134	107	266	234	19	25	79	36	33	39	299	358	218	242
PA3209	chromosome	3598404	3598775	-	372	4	5	10	10	7	12	1	0	22	21	3	6	24	5	0	0	9	4	4	4	8	15	14	20
PA3210	chromosome	3598933	3600387	+	1455	42	37	81	72	75	30	60	34	78	125	61	23	94	104	38	36	71	35	44	47	157	119	162	254
PA3211	chromosome	3600454	3601599	+	1146	94	57	445	475	207	90	66	50	220	281	142	152	275	235	56	38	109	68	59	61	557	595	454	546
PA3212	chromosome	3601596	3602390	+	795	32	21	190	208	70	50	43	23	94	132	63	62	118	117	14	22	54	39	46	36	222	237	206	200
PA3213	chromosome	3602392	3603330	+	939	52	32	409	469	112	55	57	39	110	123	72	58	144	125	40	34	58	44	52	56	416	437	323	416
PA3214	chromosome	3603327	3603971	+	645	83	45	576	560	151	62	48	59	191	273	140	103	290	217	58	43	140	44	52	35	456	477	315	341
PA3215	chromosome	3603994	3605007	-	1014	40	32	276	330	91	51	28	41	130	197	66	62	146	107	18	4	63	41	47	33	263	234	200	225
PA3216	chromosome	3605150	3605467	+	318	6	6	132	108	101	51	1	5	64	155	73	89	145	127	5	6	15	8	11	4	48	62	47	62
PA3217	chromosome	3605684	3607075	+	1392	53	41	163	186	177	73	54	53	150	270	103	91	177	181	56	38	77	39	44	49	262	206	303	399
PA3218	chromosome	3607617	3608090	+	474	2	2	2	2	6	0	8	3	8	10	3	0	4	6	0	3	6	4	0	2	8	5	16	1
PA3219	chromosome	3608117	3608929	-	813	2	0	4	0	4	0	1	0	16	10	9	3	2	4	0	0	2	0	0	0	5	2	10	6
PA3220	chromosome	3609076	3609840	+	765	34	25	163	166	81	51	32	27	98	175	91	86	209	179	23	22	43	47	41	36	216	192	276	293
PA3221	chromosome	3609905	3610240	+	336	33	13	363	370	176	78	32	10	248	323	142	128	246	221	15	6	58	12	19	19	730	685	223	278
PA3222	chromosome	3610250	3611149	+	900	18	31	416	509	214	72	17	16	242	245	102	152	322	253	20	16	48	19	19	23	868	916	268	257
PA3223	chromosome	3611254	3611895	-	642	11	6	63	64	44	25	7	11	38	51	16	16	16	24	5	13	13	4	8	10	113	73	52	53
PA3224	chromosome	3612042	3612359	-	318	56	43	306	326	272	147	26	31	261	307	172	174	340	277	23	40	41	35	36	46	275	273	401	337
PA3225	chromosome	3612559	3613488	+	930	106	47	1333	1294	957	410	95	65	961	1521	763	612	1926	1637	93	51	146	79	106	53	827	984	644	597
PA3226	chromosome	3613495	3614322	+	828	63	39	727	646	382	179	22	52	428	618	323	322	682	656	26	23	58	29	64	34	519	476	210	222
PA3227	chromosome	3614304	3614867	+	564	126	97	1436	1609	819	397	95	94	997	1458	789	670	1549	1311	108	94	210	78	126	133	1189	1050	488	544
PA3228	chromosome	3614930	3616762	+	1833	159	96	1488	1561	725	346	115	84	823	1138	775	581	1475	1373	104	83	235	127	146	144	1161	1233	657	712
PA3229	chromosome	3617044	3617310	+	267	3	5	57	48	20	8	0	2	26	41	17	11	32	19	5	2	5	6	4	12	50	54	60	34
PA3230	chromosome	3617343	3618467	-	1125	43	18	152	164	94	27	21	26	102	178	97	89	129	105	13	6	31	16	18	35	173	198	169	178
PA3231	chromosome	3618726	3618884	-	159	1	0	14	10	104	27	4	0	61	81	49	63	60	62	0	0	2	2	0	3	27	15	19	29
PA3232	chromosome	3618993	3619619	-	627	5	2	43	46	57	35	2	8	73	71	51	44	93	76	4	2	15	9	4	3	169	189	112	105
PA3233	chromosome	3619616	3621415	-	1800	23	16	96	132	196	72	13	6	303	442	124	123	248	215	7	3	25	13	20	16	564	606	400	481
PA3234	chromosome	3621505	3623160	-	1656	49	19	231	292	1270	612	30	26	1863	2444	732	709	1425	1195	24	10	94	24	45	21	1757	1773	1492	1782
PA3235	chromosome	3623157	3623468	-	312	14	4	79	66	480	171	1	0	426	634	224	220	314	280	7	2	22	0	6	13	279	303	509	705
PA3236	chromosome	3623686	3624543	-	858	7	4	2881	2451	114	76	7	8	128	144	53	64	84	88	6	2	10	6	21	22	737	829	85	84
PA3237	chromosome	3624837	3625058	+	222	2	0	4	17	9	0	0	12	6	18	5	4	7	2	0	2	2	2	2	3	7	14	8	3
PA3238	chromosome	3625201	3626562	+	1362	91	76	359	360	328	146	103	109	351	586	176	209	362	242	78	88	138	105	110	117	355	352	325	497
PA3239	chromosome	3626566	3627369	+	804	32	34	362	402	151	79	33	44	170	268	102	104	176	188	52	49	76	43	65	72	331	377	175	261
PA3240	chromosome	3627509	3628366	+	858	43	23	266	301	98	44	16	25	121	118	97	56	135	115	27	16	45	27	37	31	284	238	99	158
PA3241	chromosome	3628430	3629599	-	1170	66	32	305	408	222	119	52	31	290	323	170	131	311	209	41	17	60	44	48	26	367	340	329	234
PA3242	chromosome	3629667	3630605	-	939	61	50	52	70	55	24	45	45	37	74	41	46	116	74	47	35	80	45	67	44	134	122	148	211
PA3243	chromosome	3630765	3631556	+	792	85	90	395	347	407	181	83	115	509	603	288	218	470	391	91	86	188	150	159	146	598	713	506	834
PA3244	chromosome	3631618	3632433	+	816	303	303	1261	1470	831	347	271	306	832	1108	515	421	926	646	331	257	477	327	478	343	2049	1970	1240	2228
PA3245	chromosome	3632430	3632684	+	255	58	50	215	308	96	35	38	39	58	104	69	31	69	96	46	39	65	46	65	45	435	440	106	286
PA3246	chromosome	3632788	3633423	+	636	39	34	121	137	107	37	50	29	138	196	57	56	188	139	38	35	66	49	56	60	226	228	213	220
PA3247	chromosome	3633592	3634881	+	1290	234	220	847	894	553	213	267	203	595	872	480	405	981	758	203	213	355	233	316	363	1389	1372	852	1170
PA3248	chromosome	3634924	3635589	-	666	36	27	170	209	86	57	34	22	105	129	89	83	155	144	29	23	46	32	41	35	162	184	149	177
PA3249	chromosome	3635541	3636257	-	717	4	9	114	49	220	70	2	3	253	343	153	151	239	206	6	8	9	8	10	10	25	63	145	97
PA3250	chromosome	3636621	3637679	+	1059	21	22	1073	1083	604	267	16	2	718	945	423	457	920	764	28	5	29	2	10	11	217	222	256	470
PA3251	chromosome	3637734	3638543	+	810	8	6	150	114	72	48	3	3	98	180	99	48	158	146	2	5	4	2	2	4	49	33	70	86
PA3252	chromosome	3638540	3639379	+	840	8	4	83	111	73	21	2	2	81	148	55	29	68	55	3	2	4	2	4	4	39	49	48	81
PA3253	chromosome	3639366	3640163	+	798	0	6	71	63	53	25	4	0	72	77	41	41	49	67	4	0	4	0	5	1	23	38	14	58
PA3254	chromosome	3640166	3641161	+	996	17	16	204	269	111	39	13	2	144	249	92	71	107	137	9	14	14	2	19	8	128	106	120	160
PA3255	chromosome	3641233	3641811	+	579	47	23	464	449	156	85	36	37	171	236	109	108	231	238	22	43	54	25	46	27	394	367	268	306
PA3256	chromosome	3641872	3642834	-	963	49	31	811	796	387	202	43	40	483	692	310	316	700	539	56	37	101	56	64	64	679	707	669	529
PA3257	chromosome	3642931	3645060	+	2130	875	720	6614	7252	3824	1708	750	733	4032	5887	2622	2350	5420	4793	816	611	1371	853	1151	1048	8166	7466	5998	9431
PA3258	chromosome	3645099	3646904	+	1806	29	12	68	67	87	28	26	16	75	91	35	43	128	108	8	2	24	24	16	19	50	65	95	83
PA3259	chromosome	3646918	3647397	-	480	22	15	194	174	124	85	5	12	231	222	162	128	279	253	12	20	25	18	11	20	167	193	99	98
PA3259.1	chromosome	3647399	3647746	-	348	15	5	147	158	131	61	9	7	150	206	79	120	177	171	24	10	25	20	19	19	188	153	169	158
PA3260	chromosome	3647755	3648066	-	312	29	19	177	146	193	89	23	19	248	365	137	139	334	217	5	17	30	6	29	16	132	161	163	132
PA3261	chromosome	3648170	3648916	+	747	45	25	301	322	468	210	23	13	465	618	343	323	503	450	22	23	39	24	34	13	146	139	259	284
PA3262	chromosome	3649705	3650466	-	762	507	474	1702	1870	818	434	416	436	893	1327	607	496	1212	1005	522	380	734	520	576	629	3177	3316	2230	3054
PA3263	chromosome	3651056	3651976	+	921	341	356	900	909	233	105	248	319	327	343	188	189	488	441	313	235	484	319	438	484	2003	1943	731	940
PA3264	chromosome	3652063	3652998	+	936	62	51	78	102	89	34	41	55	93	120	64	33	78	95	38	27	45	48	48	44	192	210	184	173
PA3265	chromosome	3653138	3653452	+	315	16	21	29	23	43	2	8	8	28	47	17	18	30	20	1	4	16	6	19	13	38	34	46	28
PA3266	chromosome	3653667	3653876	+	210	1250	1061	1555	2024	3391	1576	857	793	2550	3623	2167	1891	2863	2251	916	696	1460	942	1293	1035	3437	3212	3100	10604
PA3267	chromosome	3653937	3655811	-	1875	131	87	602	661	1619	735	132	96	1662	2358	1214	1143	2339	2004	87	55	169	93	84	119	963	889	1302	1418
PA3268	chromosome	3655986	3658151	-	2166	33	19	110	123	32	30	19	20	64	113	49	54	61	50	23	12	22	15	32	18	362	381	221	247
PA3269	chromosome	3658248	3659102	-	855	20	14	62	75	26	28	29	16	31	59	28	25	41	54	18	23	22	22	22	27	107	110	72	117
PA3270	chromosome	3659169	3659756	-	588	44	50	192	176	149	61	37	25	159	208	85	87	227	143	28	31	59	40	39	58	229	250	313	218
PA3271	chromosome	3660022	3663501	+	3480	136	83	383	406	398	126	97	68	361	554	244	215	433	322	88	37	145	71	99	94	721	706	1168	1248
PA3272	chromosome	3663509	3667855	-	4347	104	59	1124	1082	295	133	55	51	419	571	293	267	535	503	64	29	136	54	74	50	769	824	489	500
PA3273	chromosome	3667924	3668523	-	600	4	4	26	31	28	2	0	4	22	34	25	14	44	33	3	0	0	0	0	5	17	29	27	15
PA3274	chromosome	3668474	3668761	+	288	4	2	8	11	45	21	5	0	17	73	21	23	49	67	2	0	2	0	3	3	10	11	15	11
PA3275	chromosome	3668840	3669169	-	330	0	16	18	18	47	10	4	6	58	95	45	26	79	56	0	0	4	2	4	6	22	14	21	29
PA3276	chromosome	3669166	3669588	-	423	17	2	28	23	38	14	15	4	45	56	26	24	28	37	20	2	5	2	10	16	35	45	48	103
PA3277	chromosome	3669821	3670633	-	813	81	52	483	510	288	157	43	41	313	363	295	299	1122	986	56	42	80	61	45	71	280	199	263	256
PA3278	chromosome	3670759	3671058	-	300	104	83	397	381	240	68	70	63	154	154	140	133	209	167	61	61	146	64	76	77	542	544	540	219
PA3279	chromosome	3671227	3672549	-	1323	0	0	14	15	5	4	2	14	6	18	4	0	5	12	4	4	2	4	10	0	24	9	2	13
PA3280	chromosome	3673008	3674324	-	1317	12	11	49	33	20	18	5	5	33	66	28	36	54	46	8	5	9	5	9	1	28	37	27	55
PA3281	chromosome	3674570	3675160	-	591	22	4	25	28	11	4	2	8	21	25	7	16	21	19	6	3	5	2	10	4	42	23	16	30
PA3282	chromosome	3675163	3675897	-	735	7	3	18	19	10	0	0	7	9	5	5	3	12	1	0	5	10	5	8	3	35	38	18	15
PA3283	chromosome	3675894	3676748	-	855	14	10	43	30	7	10	4	10	16	30	17	25	18	31	8	7	23	2	18	8	67	71	49	39
PA3284	chromosome	3676767	3677081	-	315	7	18	94	102	16	10	11	14	14	34	11	4	32	34	10	8	22	13	6	9	196	190	26	72
PA3285	chromosome	3677720	3678331	-	612	53	64	224	252	196	82	55	34	268	364	195	155	456	365	46	32	108	57	57	46	401	436	321	408
PA3286	chromosome	3678334	3679386	-	1053	167	134	632	737	982	393	170	148	974	1390	704	676	1745	1545	122	116	230	152	168	183	1249	1196	1094	1568
PA3287	chromosome	3679946	3680461	+	516	5	7	223	192	80	55	2	4	111	184	89	75	187	116	6	0	13	4	10	8	105	120	78	66
PA3288	chromosome	3680465	3680968	-	504	29	9	168	136	95	47	18	16	111	129	78	56	140	145	6	11	30	11	19	20	169	116	190	196
PA3289	chromosome	3681048	3681461	+	414	1	15	181	208	299	126	6	7	355	467	220	196	401	386	12	4	27	9	18	12	132	122	235	227
PA3290	chromosome	3681500	3684148	-	2649	116	48	984	1096	606	170	79	56	532	634	417	393	845	715	79	47	135	96	117	102	696	723	2526	2748
PA3291	chromosome	3684163	3684717	-	555	17	0	60	68	48	26	8	2	21	56	9	42	58	35	2	2	17	4	5	11	53	39	337	403
PA3292	chromosome	3684905	3685762	-	858	5	8	28	61	36	12	8	6	29	45	24	24	36	34	7	1	17	9	2	4	40	47	341	342
PA3293	chromosome	3685759	3686574	-	816	12	8	119	121	51	24	23	18	82	70	38	44	95	103	20	6	14	4	8	2	99	96	421	547
PA3294	chromosome	3686584	3688650	-	2067	9	18	279	232	136	56	34	22	111	211	124	80	297	213	26	19	37	10	24	14	183	229	1174	1017
PA3295	chromosome	3688879	3689316	-	438	36	43	506	580	276	89	43	41	234	349	178	126	277	253	34	42	81	30	59	39	581	603	329	671
PA3296	chromosome	3689521	3690951	+	1431	5	2	37	47	12	6	2	6	24	64	22	16	41	52	4	4	3	2	4	4	36	33	44	36
PA3297	chromosome	3691024	3695004	-	3981	232	274	1165	1325	358	175	266	252	430	675	281	290	696	645	259	196	428	260	353	261	1788	1763	1302	1495
PA3298	chromosome	3695179	3695481	-	303	2	2	17	13	15	8	2	0	15	34	28	20	29	12	0	0	4	4	2	10	12	20	28	10
PA3299	chromosome	3695511	3697199	-	1689	341	297	2056	2273	409	212	317	297	412	657	299	249	586	439	347	216	463	358	412	402	3261	3047	1277	2020
PA3300	chromosome	3697434	3699122	-	1689	41	44	1220	1312	222	99	58	61	278	372	163	164	333	238	36	28	59	51	44	43	945	906	406	448
PA3301	chromosome	3699369	3700319	+	951	84	70	280	386	261	109	100	44	250	383	170	128	339	323	62	42	131	56	99	69	456	506	477	576
PA3302	chromosome	3700316	3700786	+	471	135	81	989	942	277	104	104	96	321	395	196	175	417	343	118	58	165	121	123	148	916	859	570	658
PA3303	chromosome	3700937	3702112	+	1176	7	21	68	105	90	43	19	14	117	147	60	57	133	112	20	10	39	33	17	27	101	106	136	190
PA3304	chromosome	3702093	3702950	-	858	20	29	169	192	89	50	36	22	126	181	91	74	155	150	14	9	36	27	48	28	122	144	116	139
PA3305	chromosome	3703167	3705161	-	1995	93	69	274	259	140	81	57	44	252	302	172	127	286	239	60	43	120	43	94	87	330	331	439	397
PA3306	chromosome	3705890	3706492	-	603	49	37	322	313	143	79	46	25	233	322	120	107	276	251	37	22	69	51	44	90	379	344	325	420
PA3307	chromosome	3706546	3706854	-	309	63	36	252	246	250	109	34	27	301	458	206	145	454	389	53	21	90	49	52	34	248	238	208	209
PA3308	chromosome	3707090	3709942	+	2853	305	273	784	871	252	74	234	253	232	290	217	172	516	429	268	217	410	283	387	289	1937	1891	1301	1365
PA3309	chromosome	3710225	3710680	+	456	3009	1886	12542	12860	7179	3189	2078	1619	7876	11491	6591	5399	10229	8730	1865	1440	3820	1817	2638	2494	11304	11110	2188	3626
PA3310	chromosome	3710749	3712404	-	1656	111	104	447	501	535	215	95	79	593	666	403	331	676	553	66	85	160	109	149	111	491	485	711	878
PA3311	chromosome	3712560	3714911	+	2352	34	11	417	368	567	273	27	11	703	914	445	349	933	696	27	16	45	22	13	23	141	170	281	359
PA3312	chromosome	3714915	3715805	-	891	5	6	110	98	60	27	7	13	65	90	51	60	110	55	16	2	8	8	9	20	138	176	123	84
PA3313	chromosome	3715804	3716811	+	1008	67	70	824	1005	275	73	57	52	228	408	152	144	284	214	55	47	110	91	71	57	1216	1259	293	591
PA3314	chromosome	3716808	3717611	+	804	28	24	276	401	57	31	23	19	81	172	63	46	101	100	26	17	17	28	17	17	374	400	134	144
PA3315	chromosome	3717605	3718438	+	834	10	4	118	103	112	33	6	0	99	125	65	80	186	140	4	4	21	0	6	8	91	102	164	94
PA3316	chromosome	3718435	3719205	+	771	12	13	132	121	112	48	11	8	126	220	133	60	236	117	4	6	8	10	6	14	95	123	126	87
PA3317	chromosome	3719329	3720057	+	729	30	24	290	329	103	33	12	24	129	171	84	59	199	145	39	15	42	30	21	20	223	253	257	201
PA3318	chromosome	3720123	3720623	+	501	6	8	37	36	16	2	11	8	31	34	22	22	30	12	10	12	16	8	4	7	58	44	19	71
PA3319	chromosome	3720681	3722759	-	2079	16	8	62	36	24	12	4	17	37	56	12	23	41	39	8	0	4	4	3	6	51	59	35	58
PA3320	chromosome	3722990	3723445	-	456	4	2	4	24	8	6	0	0	8	28	4	14	18	12	1	0	4	1	4	1	5	14	42	12
PA3321	chromosome	3723534	3724448	+	915	6	9	101	111	24	8	10	3	46	36	16	18	45	31	2	2	2	6	12	14	150	133	45	41
PA3322	chromosome	3724456	3725154	-	699	22	13	107	70	39	20	17	10	28	74	25	28	77	42	10	16	34	14	13	6	144	108	55	115
PA3323	chromosome	3725580	3726455	+	876	9	4	57	90	46	16	14	6	56	35	39	23	59	74	8	8	6	4	3	6	48	50	14	42
PA3324	chromosome	3726452	3728230	+	1779	36	12	182	193	94	55	39	17	103	109	68	46	161	131	9	8	14	12	21	8	151	114	95	76
PA3325	chromosome	3728240	3729127	+	888	23	6	295	330	189	68	13	9	215	274	126	173	238	230	7	8	32	8	20	20	207	178	469	354
PA3326	chromosome	3729471	3730076	-	606	416	89	10900	11482	3368	1574	180	84	3625	5015	2329	2240	4695	4077	120	52	518	87	195	116	5180	5287	6108	6734
PA3327	chromosome	3730557	3737615	+	7059	473	46	26906	29324	919	428	153	45	1014	1488	616	624	1343	1258	67	30	622	41	114	55	6983	6772	3529	3504
PA3328	chromosome	3737612	3738778	+	1167	98	7	5213	5289	231	97	27	2	265	370	247	171	341	272	16	0	143	7	19	4	1203	1153	512	526
PA3329	chromosome	3738775	3740103	+	1329	90	10	4908	5308	308	146	38	8	407	555	329	267	479	434	11	1	110	12	23	7	1119	1118	534	706
PA3330	chromosome	3740105	3741019	+	915	118	6	5976	6116	506	183	36	6	574	870	463	353	893	786	4	4	135	6	11	8	1204	1450	1168	1063
PA3331	chromosome	3741012	3742268	+	1257	165	1	9475	10287	739	317	57	8	909	1204	747	643	1377	1107	11	17	218	6	42	12	2033	2202	1663	1997
PA3332	chromosome	3742265	3742690	+	426	43	2	3062	3474	306	138	10	0	326	453	223	195	452	349	8	1	54	4	3	2	678	660	670	888
PA3333	chromosome	3742694	3743686	+	993	103	2	5084	5495	507	236	16	5	654	925	510	469	1007	843	18	4	129	7	8	8	1160	1140	1628	1636
PA3334	chromosome	3743700	3743939	+	240	24	2	1799	1843	208	75	0	0	171	302	202	133	310	248	5	4	41	2	4	2	353	366	669	853
PA3335	chromosome	3744057	3744809	+	753	49	2	2958	3161	281	111	8	6	341	464	231	223	489	322	3	4	53	2	6	0	625	706	1229	1002
PA3336	chromosome	3744901	3746067	+	1167	180	137	2182	2221	507	236	163	115	617	883	562	418	997	818	123	92	300	123	189	218	883	957	790	812
PA3337	chromosome	3746078	3747076	-	999	679	509	6073	6465	2258	1014	529	481	2723	3982	2345	2049	4231	3466	394	362	832	388	602	523	6377	6315	1526	1701
PA3338	chromosome	3747166	3747456	-	291	12	4	76	52	76	28	22	10	50	70	55	35	94	66	8	0	15	12	8	14	66	46	49	53
PA3339	chromosome	3747525	3749711	+	2187	25	32	163	152	132	62	22	31	114	176	102	68	207	185	21	44	53	36	41	34	180	185	158	169
PA3340	chromosome	3749719	3751767	-	2049	105	91	1103	1198	1116	424	110	79	1134	1733	753	733	1837	1510	83	64	158	83	105	84	594	606	807	847
PA3341	chromosome	3752044	3752478	-	435	181	117	747	775	634	299	102	118	491	950	505	469	876	807	155	95	222	131	160	184	855	807	791	1199
PA3342	chromosome	3752596	3753612	-	1017	34	27	375	383	257	96	29	12	194	361	165	168	324	218	17	28	55	22	19	37	248	287	220	169
PA3343	chromosome	3753763	3754932	-	1170	76	86	253	251	313	135	69	61	260	365	188	204	325	306	46	50	108	50	93	88	306	332	206	250
PA3344	chromosome	3755021	3757159	-	2139	297	298	616	663	270	114	258	187	318	409	210	182	646	478	276	180	308	219	296	318	1085	1150	1026	1211
PA3345	chromosome	3757243	3757593	-	351	13	8	46	40	80	22	16	17	46	85	41	39	71	60	18	12	43	14	18	16	44	80	56	82
PA3346	chromosome	3757659	3759374	-	1716	47	33	838	866	778	330	44	40	810	961	487	481	967	843	34	25	98	32	52	49	467	520	764	630
PA3347	chromosome	3759376	3759681	-	306	61	53	502	582	895	438	59	37	1057	1383	678	602	1196	981	37	46	95	44	69	55	498	423	553	650
PA3348	chromosome	3759996	3760820	-	825	306	236	1731	1848	1158	506	211	228	1313	1817	956	696	1701	1381	215	219	471	278	331	327	1412	1615	1264	1224
PA3349	chromosome	3760897	3761829	-	933	691	480	4246	4165	3511	1510	414	422	3639	4905	2420	2064	4579	3789	485	334	921	470	736	555	3794	3662	2974	3199
PA3350	chromosome	3761961	3762659	+	699	135	107	126	167	597	203	101	93	518	661	272	239	393	406	100	88	157	92	154	147	302	290	235	437
PA3351	chromosome	3762804	3763127	+	324	715	533	2569	2814	2283	1008	593	444	2280	3399	1627	1514	2963	2581	621	474	1043	567	749	764	3198	2996	1291	3148
PA3352	chromosome	3763182	3763652	+	471	355	206	1237	1335	1243	575	236	201	1291	1842	935	769	1595	1490	241	160	438	274	335	355	1825	1678	925	1360
PA3353	chromosome	3763723	3764472	+	750	144	151	1054	1076	869	486	109	129	991	1305	655	597	1365	1294	128	112	243	149	220	201	1199	1234	908	1685
PA3354	chromosome	3764476	3765087	-	612	35	29	304	456	260	124	23	24	333	494	205	201	422	357	21	29	50	25	41	32	198	239	304	283
PA3355	chromosome	3765129	3766433	-	1305	46	53	410	603	209	109	55	31	248	286	127	121	294	232	48	22	73	44	66	53	275	359	273	338
PA3356	chromosome	3766617	3767858	-	1242	302	274	5362	5599	532	219	247	249	628	1078	442	404	947	691	239	159	375	177	318	277	3215	3253	1031	1130
PA3357	chromosome	3768184	3769530	+	1347	74	48	660	724	169	96	74	47	245	388	151	134	412	393	61	51	117	53	85	88	624	590	310	331
PA3358	chromosome	3769587	3770465	+	879	6	2	105	131	20	4	5	0	41	33	27	13	24	33	10	5	13	12	6	8	90	95	57	36
PA3359	chromosome	3770470	3771480	-	1011	6	6	83	84	31	28	2	6	26	25	22	25	55	21	8	6	19	13	20	10	89	103	40	56
PA3360	chromosome	3771503	3772561	-	1059	0	4	44	46	24	4	0	0	9	22	18	8	44	19	2	4	8	5	8	3	27	37	25	28
PA3361	chromosome	3773029	3773376	+	348	71	2	531	596	2154	1012	15	6	2102	3186	1770	1466	2847	2569	2	0	83	2	6	0	96	53	1082	1494
PA3362	chromosome	3773430	3773948	-	519	27	6	339	375	541	194	4	6	463	701	315	266	583	480	13	4	29	0	6	0	173	127	498	422
PA3363	chromosome	3773991	3774581	-	591	15	22	848	767	194	70	9	7	211	334	153	122	319	269	8	6	52	4	8	11	290	243	412	498
PA3364	chromosome	3774578	3775735	-	1158	46	28	1706	1618	328	165	60	17	348	605	339	241	490	452	24	11	78	23	35	29	478	535	1014	849
PA3365	chromosome	3775761	3776876	-	1116	50	27	2574	2591	503	236	33	28	573	804	303	354	734	510	30	24	105	17	35	21	919	893	1614	1373
PA3366	chromosome	3776959	3777999	-	1041	191	85	5190	4794	2353	931	106	53	2237	3320	1508	1414	2850	2265	54	38	248	64	113	90	2039	2160	3777	5950
PA3367	chromosome	3778266	3778604	+	339	16	23	57	76	65	10	15	16	48	64	12	15	56	32	21	20	39	18	14	22	69	71	76	124
PA3368	chromosome	3778704	3779369	+	666	18	12	78	66	26	18	12	7	28	61	13	10	64	29	7	3	7	6	12	6	90	96	72	98
PA3369	chromosome	3779562	3779840	+	279	16	8	125	122	119	43	8	6	149	201	87	88	191	189	6	3	24	6	12	7	45	62	409	491
PA3370	chromosome	3779930	3780076	+	147	9	3	43	33	63	22	1	0	46	61	31	53	106	99	1	1	3	2	2	6	35	26	180	150
PA3371	chromosome	3780128	3780313	+	186	2	2	21	15	32	23	2	2	29	44	24	29	44	37	0	8	8	2	8	1	21	8	55	70
PA3372	chromosome	3780362	3781132	-	771	19	11	101	101	73	32	12	6	83	123	69	40	93	99	4	22	25	19	13	10	92	73	115	132
PA3373	chromosome	3781123	3781680	-	558	20	11	136	142	83	33	16	7	127	132	52	55	167	117	13	15	39	13	9	10	129	108	235	92
PA3374	chromosome	3781680	3782843	-	1164	7	9	67	79	50	33	8	2	66	82	23	28	89	53	0	4	6	5	8	11	56	17	41	52
PA3375	chromosome	3782833	3783549	-	717	0	4	5	15	14	3	4	2	16	9	4	7	17	22	4	0	2	2	0	4	3	14	9	8
PA3376	chromosome	3783599	3784414	-	816	8	0	14	34	2	12	0	1	25	18	11	7	19	18	0	0	2	2	3	2	18	22	10	7
PA3377	chromosome	3784411	3785295	-	885	2	5	29	46	16	7	0	3	24	23	20	15	30	10	0	3	9	2	3	0	20	24	10	14
